Manufacturer,MFR Part #,Product Description,Retail / MSRP,Dealer Actual Cost,Dealers Discount from list,Proposed GSA Price ,GSA Discount % from List,Proposed GSA Price (with IFF of .75%),Country of Origin,Warranty
Signamax,VCT-12-BKB,"Rack Mountable Cable Tie 12""", $2.81 , $1.31 ,54%, $1.53 ,46%, $1.54 ,US,1 Year
Signamax,VCT-12-BUB,"Rack Mountable Cable Tie 12""", $2.81 , $1.31 ,54%, $1.53 ,46%, $1.54 ,US,1 Year
Signamax,VCT-12-GRB,"Rack Mountable Cable Tie 12""", $2.81 , $1.31 ,54%, $1.53 ,46%, $1.54 ,US,1 Year
Signamax,VCT-12-ORB,"Rack Mountable Cable Tie 12""", $2.81 , $1.31 ,54%, $1.53 ,46%, $1.54 ,US,1 Year
Signamax,VCT-12-RDB,"Rack Mountable Cable Tie 12""", $2.81 , $1.31 ,54%, $1.53 ,46%, $1.54 ,US,1 Year
Signamax,VCT-12-WHB,"Rack Mountable Cable Tie 12""", $2.81 , $1.31 ,54%, $1.53 ,46%, $1.54 ,US,1 Year
Signamax,VCT-12-YEB,"Rack Mountable Cable Tie 12""", $2.81 , $1.31 ,54%, $1.53 ,46%, $1.54 ,US,1 Year
Signamax,VCT-20-BKB,"Rack Mountable Cable Tie 20""", $3.07 , $1.43 ,54%, $1.67 ,46%, $1.68 ,US,1 Year
Signamax,VCT-20-BUB,"Rack Mountable Cable Tie 20""", $3.07 , $1.43 ,54%, $1.67 ,46%, $1.68 ,US,1 Year
Signamax,VCT-20-GRB,"Rack Mountable Cable Tie 20""", $3.07 , $1.43 ,54%, $1.67 ,46%, $1.68 ,US,1 Year
Signamax,VCT-20-ORB,"Rack Mountable Cable Tie 20""", $3.07 , $1.43 ,54%, $1.67 ,46%, $1.68 ,US,1 Year
Signamax,VCT-20-RDB,"Rack Mountable Cable Tie 20""", $3.07 , $1.43 ,54%, $1.67 ,46%, $1.68 ,US,1 Year
Signamax,VCT-20-WHB,"Rack Mountable Cable Tie 20""", $3.07 , $1.43 ,54%, $1.67 ,46%, $1.68 ,US,1 Year
Signamax,VCT-20-YEB,"Rack Mountable Cable Tie 20""", $3.07 , $1.43 ,54%, $1.67 ,46%, $1.68 ,US,1 Year
Signamax,WEC-CF-2,"Cooling fans, set of two, NEMA", $50.00 , $23.25 ,54%, $27.19 ,46%, $27.40 ,US,1 Year
Signamax,WEC-D-06-600/550-BK,"Wall-mount eq. cabinet, dual", $520.00 , $241.80 ,54%, $282.81 ,46%, $284.94 ,US,1 Year
Signamax,WEC-D-09-600/550-BK,"Wall-mount eq. cabinet, dual", $568.00 , $264.12 ,54%, $308.91 ,46%, $311.25 ,US,1 Year
Signamax,WEC-D-12-600/550-BK,"Wall-mount eq. cabinet, dual", $590.00 , $274.35 ,54%, $320.88 ,46%, $323.30 ,US,1 Year
Signamax,WEC-D-15-600/600-BK,"Wall-mount eq. cabinet, dual", $710.00 , $330.15 ,54%, $386.14 ,46%, $389.06 ,US,1 Year
Signamax,WEC-D-18-600/550-BK,"Wall-mount eq. cabinet, dual", $730.00 , $339.45 ,54%, $397.02 ,46%, $400.02 ,US,1 Year
Signamax,WEC-D-18-600/600-BK,"Wall-mount eq. cabinet, dual", $750.00 , $348.75 ,54%, $407.89 ,46%, $410.98 ,US,1 Year
Signamax,WEC-MH-CN-50,"Mounting hardware, nut-screw-", $20.00 , $9.30 ,54%, $10.88 ,46%, $10.96 ,US,1 Year
Signamax,WEC-S-06-600/450-BK,"Wall-mount eq. cabinet, single", $450.00 , $209.25 ,54%, $244.74 ,46%, $246.59 ,US,1 Year
Signamax,WEC-S-09-600/450-BK,"Wall-mount eq. cabinet, single", $470.00 , $218.55 ,54%, $255.61 ,46%, $257.55 ,US,1 Year
Signamax,WEC-S-12-600/450-BK,"Wall-mount eq. cabinet, single", $490.00 , $227.85 ,54%, $266.49 ,46%, $268.51 ,US,1 Year
Signamax,WEC-S-15-600/450-BK,"Wall-mount eq. cabinet, single", $530.00 , $246.45 ,54%, $288.25 ,46%, $290.42 ,US,1 Year
Signamax,100-DS3P,Designation Strips for (7), $5.67 , $2.64 ,54%, $3.08 ,46%, $3.11 ,US,1 Year
Signamax,100JP-12L,(P) 100 Pair 110 Block Pre-, $124.36 , $57.83 ,54%, $67.64 ,46%, $68.15 ,US,1 Year
Signamax,100PR-4FB03,100-PR Wall-Mount 110 Block, $246.00 , $114.39 ,54%, $133.79 ,46%, $134.80 ,US,1 Year
Signamax,100PR-4MT03,100-Pair Panel w/4 Pair Clips, $176.00 , $81.84 ,54%, $95.72 ,46%, $96.44 ,US,1 Year
Signamax,100PR-5MB-18,100-Pair Wall Mount Panel w/5-, $264.56 , $123.02 ,54%, $143.88 ,46%, $144.97 ,US,1 Year
Signamax,100PR-5MB-33,100 Pr. Wall Mount Block, $244.84 , $113.85 ,54%, $133.16 ,46%, $134.16 ,US,1 Year
Signamax,100PR-5MT03,"100-Pair Block, 20 x C5 Top", $110.00 , $51.15 ,54%, $59.82 ,46%, $60.28 ,US,1 Year
Signamax,100PR-5MX03,100-Pair Wall Mount Panel, $227.51 , $105.79 ,54%, $123.74 ,46%, $124.67 ,US,1 Year
Signamax,110-C4-452-45-1MB,"(P) AT&T kk 1 pair, 110-RJ45", $14.07 , $6.54 ,54%, $7.65 ,46%, $7.71 ,US,1 Year
Signamax,110-C4-452-45-2.5MB,"(P) AT&T kk 1 pair, 110-RJ45", $15.79 , $7.34 ,54%, $8.59 ,46%, $8.65 ,US,1 Year
Signamax,110-C4-452-45-5MB,"(P)AT&T kk 1 pair, 110-RJ45", $18.31 , $8.52 ,54%, $9.96 ,46%, $10.03 ,US,1 Year
Signamax,110-RMCMT,Rack Mount Patch Cord and, $48.00 , $22.32 ,54%, $26.11 ,46%, $26.30 ,US,1 Year
Signamax,12458-C4U,12-Port Category 3 RJ-45 8W, $76.00 , $35.34 ,54%, $41.33 ,46%, $41.65 ,US,1 Year
Signamax,12458-C6,12-Port Category 6 Patch Panel, $111.76 , $51.97 ,54%, $60.78 ,46%, $61.24 ,US,1 Year
Signamax,12458FT-C5E,12-Port Category 5e Feed-Thru, $84.00 , $39.06 ,54%, $45.68 ,46%, $46.03 ,US,1 Year
Signamax,12458FT-C6,12-Port Category 6 Feed-Thru, $102.00 , $47.43 ,54%, $55.47 ,46%, $55.89 ,US,1 Year
Signamax,12458JPL-C5E-DR,12-PORT CATEGORY 5E JACK PANEL, $66.00 , $30.69 ,54%, $35.89 ,46%, $36.17 ,US,1 Year
Signamax,12458JPL-C5E-L,12-PORT CATEGORY 5E JACK PANEL, $90.00 , $41.85 ,54%, $48.95 ,46%, $49.32 ,US,1 Year
Signamax,12458JPL-C6C-DR,12-PORT CATEGORY 6 JACK PANEL, $82.00 , $38.13 ,54%, $44.60 ,46%, $44.93 ,US,1 Year
Signamax,12458JPL-C6C-L,12-PORT CATEGORY 6 JACK PANEL, $106.00 , $49.29 ,54%, $57.65 ,46%, $58.08 ,US,1 Year
Signamax,12458MH-C5E,12-Port Category 5e Mini, $92.00 , $42.78 ,54%, $50.04 ,46%, $50.41 ,US,1 Year
Signamax,12458MH-C6,12-Port Category 6 Mini Hinged, $110.00 , $51.15 ,54%, $59.82 ,46%, $60.28 ,US,1 Year
Signamax,12458MH-C6C,Cat6 12 Port Mini Hinged Panel, $116.00 , $53.94 ,54%, $63.09 ,46%, $63.56 ,US,1 Year
Signamax,12BNC75-FT,12-Port 75 Ohm BNC Feed-Thru, $86.00 , $39.99 ,54%, $46.77 ,46%, $47.13 ,US,1 Year
Signamax,12BNC-FT,12-Port BNC Feed-Thru, $74.00 , $34.41 ,54%, $40.25 ,46%, $40.55 ,US,1 Year
Signamax,12F3-FT,12-port 3-GHz F-type feed-thru, $64.00 , $29.76 ,54%, $34.81 ,46%, $35.07 ,US,1 Year
Signamax,12F-FT,12-Port F Type Connector, $62.00 , $28.83 ,54%, $33.72 ,46%, $33.97 ,US,1 Year
Signamax,12LC-FT,12-Port (12-Fiber) LC MM, $122.00 , $56.73 ,54%, $66.35 ,46%, $66.85 ,US,1 Year
Signamax,12LCS-FT,24-fiber (12-DX) Low-Density, $164.50 , $76.49 ,54%, $89.46 ,46%, $90.14 ,US,1 Year
Signamax,12MC5E-FT,12-Port Category 5e Feed-Thru, $68.00 , $31.62 ,54%, $36.98 ,46%, $37.26 ,US,1 Year
Signamax,12MHC5E-FT,12-Port Category 5e Feed-Thru, $78.00 , $36.27 ,54%, $42.42 ,46%, $42.74 ,US,1 Year
Signamax,12MTRJ-FT,12-Port (24-Fiber) MT-RJ MM, $116.00 , $53.94 ,54%, $63.09 ,46%, $63.56 ,US,1 Year
Signamax,12SC-FT,12-Port (12-Fiber) SC MM, $81.00 , $37.67 ,54%, $44.05 ,46%, $44.39 ,US,1 Year
Signamax,12SC-FT-C,12-fiber Simplex SC SM, $82.00 , $38.13 ,54%, $44.60 ,46%, $44.93 ,US,1 Year
Signamax,12ST-FT,12-Port (12-Fiber) ST MM, $77.00 , $35.81 ,54%, $41.88 ,46%, $42.19 ,US,1 Year
Signamax,12STS-FT,12-Port (12-Fiber) ST SM, $104.00 , $48.36 ,54%, $56.56 ,46%, $56.99 ,US,1 Year
Signamax,12U-M89,12-Port  Unloaded Multimedia, $37.00 , $17.21 ,54%, $20.12 ,46%, $20.27 ,US,1 Year
Signamax,12U-MH,12-Port Unloaded Multimedia, $60.00 , $27.90 ,54%, $32.63 ,46%, $32.88 ,US,1 Year
Signamax,12U-MMP,12-Port Unloaded Standard, $44.00 , $20.46 ,54%, $23.93 ,46%, $24.11 ,US,1 Year
Signamax,16458FT-C5E,16-Port Category 5e Feed-Thru, $100.00 , $46.50 ,54%, $54.39 ,46%, $54.80 ,US,1 Year
Signamax,16458FT-C6,16-Port Category 6 Standard-, $122.00 , $56.73 ,54%, $66.35 ,46%, $66.85 ,US,1 Year
Signamax,16BNC75-FT,16-Port 75 Ohm BNC Feed-Thru, $104.00 , $48.36 ,54%, $56.56 ,46%, $56.99 ,US,1 Year
Signamax,16BNC-FT,16-Port BNC Feed-Thru, $86.00 , $39.99 ,54%, $46.77 ,46%, $47.13 ,US,1 Year
Signamax,16F3-FT,16-port 3-GHz F-type feed-thru, $74.00 , $34.41 ,54%, $40.25 ,46%, $40.55 ,US,1 Year
Signamax,16F-FT,16-Port F Type Connector, $70.00 , $32.55 ,54%, $38.07 ,46%, $38.36 ,US,1 Year
Signamax,16LC-FT,16-Port (16-Fiber) LC MM, $150.00 , $69.75 ,54%, $81.58 ,46%, $82.20 ,US,1 Year
Signamax,16LCG-FT,32-fiber (16 DX) LC OM3/OM4, $258.00 , $119.97 ,54%, $140.32 ,46%, $141.38 ,US,1 Year
Signamax,16MTRJ-FT,16-Port (32-Fiber) MT-RJ MM, $144.00 , $66.96 ,54%, $78.32 ,46%, $78.91 ,US,1 Year
Signamax,16SC-FT,16-Port (16-Fiber) SC MM, $96.00 , $44.64 ,54%, $52.21 ,46%, $52.61 ,US,1 Year
Signamax,16ST-FT,16-Port (16-Fiber) ST MM, $91.00 , $42.32 ,54%, $49.49 ,46%, $49.87 ,US,1 Year
Signamax,16STS-FT,16-fiber (16-simplex) ST SM, $128.00 , $59.52 ,54%, $69.61 ,46%, $70.14 ,US,1 Year
Signamax,16U-MMP,16-Port Unloaded Standard, $46.00 , $21.39 ,54%, $25.02 ,46%, $25.21 ,US,1 Year
Signamax,18HDST,18-Fiber ST MM Rack Mount, $120.00 , $55.80 ,54%, $65.26 ,46%, $65.76 ,US,1 Year
Signamax,24112-C3FU,24-Port Cat 3 RJ-11 2W Telco, $130.00 , $60.45 ,54%, $70.70 ,46%, $71.24 ,US,1 Year
Signamax,24112-C3MU,24-Port Cat 3 RJ-11 2W Telco, $130.00 , $60.45 ,54%, $70.70 ,46%, $71.24 ,US,1 Year
Signamax,24114-C3MU,24-Port Cat 3 RJ-11 4W Telco, $148.00 , $68.82 ,54%, $80.49 ,46%, $81.10 ,US,1 Year
Signamax,24116-C4U,24-Port Category 3 RJ-12 6W, $104.00 , $48.36 ,54%, $56.56 ,46%, $56.99 ,US,1 Year
Signamax,24452-C3FU,24-Port Cat 3 RJ-45 2W Telco, $130.00 , $60.45 ,54%, $70.70 ,46%, $71.24 ,US,1 Year
Signamax,24452-C3MU,24-Port Cat 3 RJ-45 2W Telco, $130.00 , $60.45 ,54%, $70.70 ,46%, $71.24 ,US,1 Year
Signamax,24452-C4U, 24 Port RJ45 2WIRE 110, $131.75 , $61.27 ,54%, $71.66 ,46%, $72.20 ,US,1 Year
Signamax,24454-C3MU,24-Port Cat 3 RJ-45 4W Telco, $148.00 , $68.82 ,54%, $80.49 ,46%, $81.10 ,US,1 Year
Signamax,24454-C5FT,24-Port Telco Patch Panel, $148.00 , $68.82 ,54%, $80.49 ,46%, $81.10 ,US,1 Year
Signamax,24458A-C5E,24-Port Category 5e Angled, $210.00 , $97.65 ,54%, $114.21 ,46%, $115.07 ,US,1 Year
Signamax,24458A-C6A,24-Port Category 6A 10G Angled, $280.00 , $130.20 ,54%, $152.28 ,46%, $153.43 ,US,1 Year
Signamax,24458A-C6C,24-Port Category 6 Angled, $260.00 , $120.90 ,54%, $141.40 ,46%, $142.47 ,US,1 Year
Signamax,24458-C4U,24-Port Category 3 RJ-45 8W, $104.00 , $48.36 ,54%, $56.56 ,46%, $56.99 ,US,1 Year
Signamax,24458-C5E,(P)24port CAT5 Enhanced patch, $124.00 , $57.66 ,54%, $67.44 ,46%, $67.95 ,US,1 Year
Signamax,24458-C5FB,"24-Port Gigabit Telco Panel,", $140.00 , $65.10 ,54%, $76.14 ,46%, $76.72 ,US,1 Year
Signamax,24458-C6A,24-Port Category 6A Patch, $220.00 , $102.30 ,54%, $119.65 ,46%, $120.55 ,US,1 Year
Signamax,24458-C6C,24-Port Category 6+Patch Panel, $166.00 , $77.19 ,54%, $90.28 ,46%, $90.96 ,US,1 Year
Signamax,24458-C6-OR,24-Port Category 6 Patch Panel, $159.47 , $74.16 ,54%, $86.73 ,46%, $87.39 ,US,1 Year
Signamax,24458FT-C5E,24-Port Category 5e Feed-Thru, $138.00 , $64.17 ,54%, $75.05 ,46%, $75.62 ,US,1 Year
Signamax,24458FT-C6,24-Port Category 6 Feed-Thru, $162.00 , $75.33 ,54%, $88.11 ,46%, $88.77 ,US,1 Year
Signamax,24458FTHD-C5E,24-Port Category 5e High, $130.00 , $60.45 ,54%, $70.70 ,46%, $71.24 ,US,1 Year
Signamax,24458FTHD-C6,24-Port Category 6 High, $156.00 , $72.54 ,54%, $84.84 ,46%, $85.48 ,US,1 Year
Signamax,24458FTHD-C6A,24-Port Category 6A High, $196.00 , $91.14 ,54%, $106.60 ,46%, $107.40 ,US,1 Year
Signamax,24458FTSH-C5E,24 Port Cat5E Shielded, $153.05 , $71.17 ,54%, $83.24 ,46%, $83.87 ,US,1 Year
Signamax,24458S-C5E,24-Port Cat5E  Shielded Patch, $160.00 , $74.40 ,54%, $87.02 ,46%, $87.68 ,US,1 Year
Signamax,24458S-C6A,24-Port Cat 6A Shielded Patch, $280.00 , $130.20 ,54%, $152.28 ,46%, $153.43 ,US,1 Year
Signamax,24458S-C6C,24-Port Cat 6+ Shielded  Patch, $250.00 , $116.25 ,54%, $135.96 ,46%, $136.99 ,US,1 Year
Signamax,24458SFTHD-C5E,24-Port Cat. 5e Screened High-, $196.00 , $91.14 ,54%, $106.60 ,46%, $107.40 ,US,1 Year
Signamax,24458SFTHD-C6,24-Port Category 6 Screened, $200.00 , $93.00 ,54%, $108.77 ,46%, $109.59 ,US,1 Year
Signamax,24458SFTHD-C6A,24-Port Category 6A Screened, $268.00 , $124.62 ,54%, $145.75 ,46%, $146.86 ,US,1 Year
Signamax,24BNC75-FT,24-Port 75 Ohm BNC Feed-Thru, $146.00 , $67.89 ,54%, $79.40 ,46%, $80.00 ,US,1 Year
Signamax,24BNC75HD-FT,24-Port 75 Ohm BNC Feed-Thru, $148.00 , $68.82 ,54%, $80.49 ,46%, $81.10 ,US,1 Year
Signamax,24BNC-FT,24-Port BNC Feed-Thru, $120.00 , $55.80 ,54%, $65.26 ,46%, $65.76 ,US,1 Year
Signamax,24BNCHD-FT,24-Port 50 Ohm BNC Feed-Thru, $122.00 , $56.73 ,54%, $66.35 ,46%, $66.85 ,US,1 Year
Signamax,24F3-FT,24-port 3-GHz F-type feed-thru, $100.00 , $46.50 ,54%, $54.39 ,46%, $54.80 ,US,1 Year
Signamax,24F3HD-FT,24-port 3-GHz F-type HD feed-, $102.00 , $47.43 ,54%, $55.47 ,46%, $55.89 ,US,1 Year
Signamax,24F-FT,24-Port F Type Connector, $96.00 , $44.64 ,54%, $52.21 ,46%, $52.61 ,US,1 Year
Signamax,24FHD-FT,24-port 1-GHz F-type HD feed-, $98.00 , $45.57 ,54%, $53.30 ,46%, $53.70 ,US,1 Year
Signamax,24HDLC-FT,48-Fiber (24-Duplex) High-, $226.00 , $105.09 ,54%, $122.91 ,46%, $123.84 ,US,1 Year
Signamax,24HDLC-FT-G,"48-Fiber (24-Duplex) HD Panel,", $330.00 , $153.45 ,54%, $179.47 ,46%, $180.83 ,US,1 Year
Signamax,24HDLCG-FT,"48-Fiber (24-Duplex) HD Panel,", $304.00 , $141.36 ,54%, $165.33 ,46%, $166.58 ,US,1 Year
Signamax,24HDSC-FT,24-Fiber (24-Simplex) High, $128.00 , $59.52 ,54%, $69.61 ,46%, $70.14 ,US,1 Year
Signamax,24HDSC-FT-C,24-Fiber (24-Simplex) High-, $150.00 , $69.75 ,54%, $81.58 ,46%, $82.20 ,US,1 Year
Signamax,24HDSCG-FT,24-port High-density Optical, $220.00 , $102.30 ,54%, $119.65 ,46%, $120.55 ,US,1 Year
Signamax,24HDST,24-Fiber ST MM Rack Mount, $132.50 , $61.61 ,54%, $72.06 ,46%, $72.61 ,US,1 Year
Signamax,24HDSTS-FT,24-Port (24-Fiber) ST SM, $164.00 , $76.26 ,54%, $89.19 ,46%, $89.87 ,US,1 Year
Signamax,24LC-FT,24-Port (24-Fiber) LC MM, $213.00 , $99.05 ,54%, $115.84 ,46%, $116.72 ,US,1 Year
Signamax,24LC-FT-C,48-fiber (24-duplex) LC SM, $332.00 , $154.38 ,54%, $180.56 ,46%, $181.93 ,US,1 Year
Signamax,24MTRJ-FT,24-Port (48-Fiber) MT-RJ MM, $190.00 , $88.35 ,54%, $103.33 ,46%, $104.11 ,US,1 Year
Signamax,24SC-FT,24-Port (24-Fiber) SC MM, $132.00 , $61.38 ,54%, $71.79 ,46%, $72.33 ,US,1 Year
Signamax,24SC-FT-C,24-Fiber (24-Simplex) SC SM, $156.60 , $72.82 ,54%, $85.17 ,46%, $85.81 ,US,1 Year
Signamax,24SC-FT-CA,24-Port (24-simplex) SM APC SC, $156.60 , $72.82 ,54%, $85.17 ,46%, $85.81 ,US,1 Year
Signamax,24ST-FT,24-Port (24-Fiber) ST MM, $128.00 , $59.52 ,54%, $69.61 ,46%, $70.14 ,US,1 Year
Signamax,24U-HDMMP-A,24-Port HD Unloaded Angled, $108.00 , $50.22 ,54%, $58.74 ,46%, $59.18 ,US,1 Year
Signamax,24U-MMP,24-Port Unloaded Standard, $50.00 , $23.25 ,54%, $27.19 ,46%, $27.40 ,US,1 Year
Signamax,300PR-3MX03,300-Pair Wall Mount Panel, $589.89 , $274.30 ,54%, $320.82 ,46%, $323.24 ,US,1 Year
Signamax,300PR-4MB03,"300-Pair Block, 60 x C4", $638.00 , $296.67 ,54%, $346.98 ,46%, $349.60 ,US,1 Year
Signamax,300PR-4MX03,300-Pair Wall Mount Panel, $564.69 , $262.58 ,54%, $307.11 ,46%, $309.43 ,US,1 Year
Signamax,300PR-5MT03,"300-Pair Block, 60 x C5 Top", $380.00 , $176.70 ,54%, $206.67 ,46%, $208.23 ,US,1 Year
Signamax,32458FT-C5E,32-Port Category 5e Feed-Thru, $172.00 , $79.98 ,54%, $93.54 ,46%, $94.25 ,US,1 Year
Signamax,32458FT-C6,32-Port Category 6 Feed-Thru, $216.00 , $100.44 ,54%, $117.47 ,46%, $118.36 ,US,1 Year
Signamax,32BNC75-FT,32-Port 75 Ohm BNC Feed-Thru, $186.00 , $86.49 ,54%, $101.16 ,46%, $101.92 ,US,1 Year
Signamax,32BNC-FT,32-Port BNC Feed-Thru, $150.00 , $69.75 ,54%, $81.58 ,46%, $82.20 ,US,1 Year
Signamax,32F3-FT,32-port 3-GHz F-type feed-thru, $124.00 , $57.66 ,54%, $67.44 ,46%, $67.95 ,US,1 Year
Signamax,32F-FT,32-Port F Type Connector, $118.00 , $54.87 ,54%, $64.18 ,46%, $64.66 ,US,1 Year
Signamax,32LCS-FT,64-fiber (32-DX) LC, $389.00 , $180.89 ,54%, $211.56 ,46%, $213.16 ,US,1 Year
Signamax,32MTRJ-FT,32-Port (64-Fiber) MT-RJ MM, $240.00 , $111.60 ,54%, $130.53 ,46%, $131.51 ,US,1 Year
Signamax,32SC-FT,32-Port (32-Fiber) SC MM, $162.00 , $75.33 ,54%, $88.11 ,46%, $88.77 ,US,1 Year
Signamax,32ST-FT,32-Port (32-Fiber) ST MM, $152.00 , $70.68 ,54%, $82.67 ,46%, $83.29 ,US,1 Year
Signamax,32U-MMP,32-Port Unloaded Standard, $52.00 , $24.18 ,54%, $28.28 ,46%, $28.49 ,US,1 Year
Signamax,48112-C3FU,48-Port Cat 3 RJ-11 2W Telco, $230.00 , $106.95 ,54%, $125.09 ,46%, $126.03 ,US,1 Year
Signamax,48112-C3MU,48-Port Cat 3 RJ-11 2W Telco, $230.00 , $106.95 ,54%, $125.09 ,46%, $126.03 ,US,1 Year
Signamax,48114-C3MU,48-Port Cat 3 RJ-11 4W Telco, $270.00 , $125.55 ,54%, $146.84 ,46%, $147.95 ,US,1 Year
Signamax,48116-C4U,48-Port Category 3 RJ-12 6W, $196.00 , $91.14 ,54%, $106.60 ,46%, $107.40 ,US,1 Year
Signamax,48452-C3FU,48-Port Cat 3 RJ-45 2W Telco, $230.00 , $106.95 ,54%, $125.09 ,46%, $126.03 ,US,1 Year
Signamax,48452-C3MU,48-Port Cat 3 RJ-45 2W Telco, $230.00 , $106.95 ,54%, $125.09 ,46%, $126.03 ,US,1 Year
Signamax,48454-C3MU,48-Port Cat 3 RJ-45 4W Telco, $270.00 , $125.55 ,54%, $146.84 ,46%, $147.95 ,US,1 Year
Signamax,48458A-C5E,48-Port Category 5e Angled, $306.00 , $142.29 ,54%, $166.42 ,46%, $167.68 ,US,1 Year
Signamax,48458A-C6A,48-Port Category 6A 10G Angled, $450.00 , $209.25 ,54%, $244.74 ,46%, $246.59 ,US,1 Year
Signamax,48458A-C6C,48-Port Category 6 Angled, $430.00 , $199.95 ,54%, $233.86 ,46%, $235.63 ,US,1 Year
Signamax,48458-C4U,48-Port Category 3 RJ-45 8W, $196.00 , $91.14 ,54%, $106.60 ,46%, $107.40 ,US,1 Year
Signamax,48458-C5E,(P)48port CAT5 Enhanced patch, $226.00 , $105.09 ,54%, $122.91 ,46%, $123.84 ,US,1 Year
Signamax,48458-C5FB,"48-Port Gigabit Telco Panel,", $250.00 , $116.25 ,54%, $135.96 ,46%, $136.99 ,US,1 Year
Signamax,48458-C6A,48-Port Category 6A Patch, $420.00 , $195.30 ,54%, $228.42 ,46%, $230.15 ,US,1 Year
Signamax,48458-C6C,48-Port Category 6+Patch Panel, $290.00 , $134.85 ,54%, $157.72 ,46%, $158.91 ,US,1 Year
Signamax,48458FT-C5E,48-Port Category 5e Feed-Thru, $242.00 , $112.53 ,54%, $131.61 ,46%, $132.61 ,US,1 Year
Signamax,48458FT-C6,48-Port Category 6 Feed-Thru, $308.00 , $143.22 ,54%, $167.51 ,46%, $168.77 ,US,1 Year
Signamax,48458FTHD1-C5E,48-Port CAT5E High-Density, $240.00 , $111.60 ,54%, $130.53 ,46%, $131.51 ,US,1 Year
Signamax,48458FTHD1-C6,48-Port CAT6 High-Density Feed, $290.00 , $134.85 ,54%, $157.72 ,46%, $158.91 ,US,1 Year
Signamax,48458FTHD-C5E,48-Port Category 5e High, $240.00 , $111.60 ,54%, $130.53 ,46%, $131.51 ,US,1 Year
Signamax,48458FTHD-C6,48-Port Category 6 High, $290.00 , $134.85 ,54%, $157.72 ,46%, $158.91 ,US,1 Year
Signamax,48458FTHD-C6A,48-Port Category 6A High, $370.00 , $172.05 ,54%, $201.23 ,46%, $202.75 ,US,1 Year
Signamax,48458HD-C5E,48-Port CAT5E High-Density, $192.00 , $89.28 ,54%, $104.42 ,46%, $105.21 ,US,1 Year
Signamax,48458HD-C6A,48-Port C6A 10G High-Density, $440.00 , $204.60 ,54%, $239.30 ,46%, $241.11 ,US,1 Year
Signamax,48458HD-C6C,48-Port Cat 6 High-Density, $310.00 , $144.15 ,54%, $168.60 ,46%, $169.87 ,US,1 Year
Signamax,48458SA-C6C,48-Port Cat 6 Screeneed Angle, $522.00 , $242.73 ,54%, $283.89 ,46%, $286.04 ,US,1 Year
Signamax,48458S-C5E,48-Port Category 5e Screened, $292.00 , $135.78 ,54%, $158.81 ,46%, $160.01 ,US,1 Year
Signamax,48458S-C6A,48-Port Cat 6A Shielded Patch, $540.00 , $251.10 ,54%, $293.68 ,46%, $295.90 ,US,1 Year
Signamax,48458S-C6C,48-Port Category 6 Screened, $456.00 , $212.04 ,54%, $248.00 ,46%, $249.87 ,US,1 Year
Signamax,48458SFTHD-C5E,48-Port Cat. 5e Screened High-, $370.00 , $172.05 ,54%, $201.23 ,46%, $202.75 ,US,1 Year
Signamax,48458SFTHD-C6,48-Port Category 6 Screened, $380.00 , $176.70 ,54%, $206.67 ,46%, $208.23 ,US,1 Year
Signamax,48458SFTHD-C6A,48-Port Category 6A Screened, $512.00 , $238.08 ,54%, $278.46 ,46%, $280.56 ,US,1 Year
Signamax,48BNC75-FT,48-Port 75 Ohm BNC Feed-Thru, $266.00 , $123.69 ,54%, $144.67 ,46%, $145.76 ,US,1 Year
Signamax,48BNC75HD-FT,48-Port 75-Ohm BNC HD Feed-, $280.00 , $130.20 ,54%, $152.28 ,46%, $153.43 ,US,1 Year
Signamax,48BNC-FT,48-Port BNC Feed-Thru, $212.00 , $98.58 ,54%, $115.30 ,46%, $116.17 ,US,1 Year
Signamax,48BNCHD-FT,48-PORT 50-OHM BNC HD FEED-, $226.00 , $105.09 ,54%, $122.91 ,46%, $123.84 ,US,1 Year
Signamax,48F3-FT,48-port 3-GHz F-type feed-thru, $172.00 , $79.98 ,54%, $93.54 ,46%, $94.25 ,US,1 Year
Signamax,48F3HD-FT,48-port 3-GHz F-type HD feed-, $186.00 , $86.49 ,54%, $101.16 ,46%, $101.92 ,US,1 Year
Signamax,48F-FT,48-Port F Type Connector, $162.00 , $75.33 ,54%, $88.11 ,46%, $88.77 ,US,1 Year
Signamax,48FHD-FT,48-Port 1G F-Connector HD Feed, $162.00 , $75.33 ,54%, $88.11 ,46%, $88.77 ,US,1 Year
Signamax,48HD1LCA-FT,96-FIBER (48-DX) HIGH-DENSITY, $580.00 , $269.70 ,54%, $315.44 ,46%, $317.82 ,US,1 Year
Signamax,48HD1LC-FT,96-FIBER (48-DX) HIGH-DENSITY, $430.00 , $199.95 ,54%, $233.86 ,46%, $235.63 ,US,1 Year
Signamax,48HD1LC-FT-C,96-Fiber(48-Dplx)High-Density, $576.00 , $267.84 ,54%, $313.26 ,46%, $315.63 ,US,1 Year
Signamax,48HD1LC-FT-G,96-Fiber(48-Dplx)High-Density, $576.00 , $267.84 ,54%, $313.26 ,46%, $315.63 ,US,1 Year
Signamax,48HD1SC-FT,48-FIBER (48-SX) HIGH-DENSITY, $234.00 , $108.81 ,54%, $127.26 ,46%, $128.22 ,US,1 Year
